회원번호,아이디,비밀번호,회원이름,주민등록번호(앞),주민등록번호(뒤),회원주소,전화번호(앞),전화번호(중),전화번호(뒤)
120679,sarvow23,ez927230,민세아,940531,2525157,경기 군포시,10,7837,5373
120680,saztet8063,ep533629,원시은,971031,2464857,경기 포천시,10,9695,5376
120681,mic9333,okddis55,심지수,820630,2926794,경기 오산시,10,6585,5381
120682,wiz9646,ennyif42,남예나,850430,2791552,경기 광주시,10,1752,5384
110724,tur22171,it857877,문지성,970731,1797074,경기 양주시,10,5617,5394
120683,kar9802,opptei71,주채린,930731,2926290,경기 양주시,10,5962,5394
110725,qi8175,en431980,민건우,830131,1606784,경기 안양시,10,7493,5394
110726,kodvae5010,oxyutu85,채우빈,870331,1311115,충북 보은군,10,9707,5395
110727,zohbef45,akiaks28,오은찬,840229,1928931,충북 보은군,10,4718,5396
110728,ro1175,aw585383,진민재,970228,1952942,충북 옥천군,10,8703,5396
120684,paz3787,umbevv99,강서현,861130,2355245,충북 충주시,10,7760,5397
110729,viw39511,ep001677,조시후,800131,1896050,충북 옥천군,10,7312,5400
110730,gal1956,ed607857,허율,811031,1100113,충북 증평군,10,4824,5404
110731,peg4089,ufjv1879,정태윤,810331,1424078,충북 괴산군,10,7084,5405
110732,kim4323,oq919487,진지환,990430,1028490,충북 영동군,10,6581,5406
110733,cot6986,ax191828,차준,930331,1604889,충북 청주시,10,7299,5407
110734,tie7085,ot001867,노유찬,960331,1771554,충북 증평군,10,6123,5410
121423,pa8961,aj927049,신수연,830630,2422897,충북 청주시,10,1039,5415
120685,bex7201,ipbvos61,임지연,981031,2336061,충북 영동군,10,7224,5418
110735,fo0955,uv528588,윤민찬,801231,1698350,충북 괴산군,10,8878,5418
110736,mis3460,at262829,임하율,800831,1814458,충북 영동군,10,6367,5420
110737,qex68745,ic530183,원준호,820430,1770677,충북 옥천군,10,3478,5422
110738,mat09027,ep335928,홍지율,891231,1049734,충북 음성군,10,9417,5429
110739,giq1522,um254363,권시후,840430,1975453,충북 청주시,10,4355,5431
110740,tau97851,ojtiwd62,박예찬,990331,1976926,충북 음성군,10,7702,5436
110741,jun33980,iz618127,류성현,850331,1840260,충북 괴산군,10,1213,5440
110742,liv3709,av966253,심지한,950331,1100600,충북 보은군,10,2647,5446
120686,quw3518,eqcoje44,오혜원,930831,2999451,충북 단양군,10,4757,5448
120687,wud40150,en752038,류수현,900630,2715165,충북 단양군,10,9423,5451
110743,quk22293,an255549,나은찬,901231,1968733,충북 충주시,10,5576,5452
110744,kat3233,ag615567,남시원,900131,1580921,충북 제천시,10,7504,5454
110745,wugqoa1061,bi379094,하준호,982240,1508788,충북 보은군,10,7213,5459
121483,bee17781,ikkusv40,강서진,870131,2088316,충남 홍성군,10,7814,5459
110746,wun3250,adah5037,구민규,940430,1860725,충남 당진시,10,4064,5461
110747,lad5128,ux235386,남준우,830531,1519420,충남 당진시,10,7920,5464
110748,miu30031,at868776,황유찬,911231,1723828,충남 서천군,10,3296,5465
110749,nie4138,okld2339,허민혁,940131,1317847,충남 태안군,10,4548,5493
110750,koj0178,eric7991,이승민,941231,1987841,충남 논산시,10,7424,5495
120688,jeo87132,uk386078,조세은,830630,2567794,충남 청양군,10,5517,5499
110751,dez9481,ap772521,주태현,941031,1391125,충남 예산군,10,9721,5504
110752,lau0115,uq642387,곽지환,941130,1675925,충남 공주시,10,8727,5507
110753,hux3570,azobij29,주민석,930228,1233319,충남 금산군,10,4314,5510
120689,vu6345,um214809,나다연,971231,2397701,충남 태안군,10,1454,5513
110754,dox2877,ebnt1328,유승원,961031,1649368,충남 논산시,10,1171,5515
110755,hubmip3688,da364920,진민규,998558,1870390,충남 서산시,10,4369,5516
110756,tuzpao2420,uchiqy84,백건우,800229,1058580,충남 청양군,10,9042,5519
120690,you9867,ex082961,주유주,980930,2552753,충남 금산군,10,1966,5520
120691,gew66796,ujyuxg47,임도연,851031,2187775,충남 예산군,10,2572,5524
110757,lol6883,ur919095,권민찬,961130,1739278,충남 부여군,10,5077,5526
121449,be6497,erkbap42,심지아,990331,2406992,충남 계룡시,10,5376,5528
121466,yaj2044,en990123,이소연,901031,2371401,충남 예산군,10,3428,5533
110758,jinmec49,exjiwd38,백연우,820930,1990750,충남 금산군,10,2528,5534
110759,nia59586,en591843,권정민,950930,1278259,충남 논산시,10,8397,5537
110760,rio73289,elrafx27,엄은찬,840731,1579068,충남 부여군,10,8304,5539
120692,zam4049,ip846437,최민아,870430,2773384,충남 서산시,10,8891,5539
121430,di9303,izeyay88,진아윤,920630,2357479,충남 예산군,10,6823,5542
110761,sij27688,ag795500,송수호,861231,1018398,충남 태안군,10,3296,5545
110762,cix26475,it415368,손예성,870930,1598340,전북 김제시,10,7903,5545
110763,kuo0625,ibvzin93,신준영,920531,1467904,전북 남원시,10,6236,5547
110764,zoo1345,ettz8456,엄하람,990331,1539040,전북 무주군,10,9960,5549
110765,kei0151,us274777,구민재,920229,1441158,전북 김제시,10,6586,5552
110766,cezqas3703,irvevu60,배서진,960430,1452581,전북 진안군,10,4409,5553
120693,mux7859,eknkij51,윤주하,820630,2861825,전북 전주시,10,7619,5555
120694,guh4132,exesae59,오연서,981231,2763157,전북 순창군,10,2245,5558
110767,yevniv8685,abpacx21,손도현,810331,1872889,전북 부안군,10,9982,5560
110768,meuyun8374,urruxi42,이선우,810430,1015382,전북 순창군,10,8830,5562
120695,bej0002,ac247398,민연우,960430,2795617,전북 완주군,10,2433,5564
120696,cah2254,adzzew39,유주아,910831,2127290,전북 순창군,10,9581,5565
120697,zup4107,azqpoz47,손지은,950731,2696560,전북 김제시,10,9108,5569
120698,zun6015,akksil25,진지유,861031,2155179,전북 익산시,10,2243,5576
120699,fi4164,ow243063,백나은,990731,2798164,전북 정읍시,10,9389,5577
120700,qaz1420,ow243063,임아윤,990731,2798667,전북 임실군,10,2919,5579
110769,gub6454,ok500714,신민석,820131,1190530,전북 진안군,10,2986,5589
110770,nir1112,uv025451,전서우,860531,1374215,전북 전주시,10,6304,5592
120701,xai9794,irzrog50,채윤아,871231,2151644,전북 무주군,10,9529,5592
120702,her9386,uqmikg62,하수연,860131,2263133,전북 완주군,10,3595,5603
110771,qibfew96,eqxect55,곽민찬,910430,1320209,전북 군산시,10,7127,5604
120703,mev6676,ojymuj10,허수민,800731,2892981,전북 자웃군,10,1553,5611
110772,zisxav1382,ho866662,서준수,954378,1779911,전북 익산시,10,5566,5613
120704,daf9991,oqdela63,양나연,830831,2191721,전북 군산시,10,6306,5615
120705,gahguj70,issevc27,안소율,820331,2921005,전북 부안군,10,6434,5617
120706,log68937,oy962583,정서윤,931031,2833645,전북 완주군,10,7583,5618
110773,yui72315,ec988370,임태민,910831,1345023,전남 강진군,10,1998,5624
120707,su3562,omhzae18,양지윤,830228,2528447,전남 나주시,10,4604,5625
110774,huz7896,il041943,엄현수,950131,1376917,전남 순천시,10,7204,5635
110775,nof32648,oc587496,손지한,810228,1466986,전남 여수시,10,4881,5640
110776,luixaz26,umvebw36,진윤성,921130,1034585,전남 진도군,10,6261,5640
120708,zer9490,uqfyav69,정서하,990331,2876955,전남 완도군,10,3334,5643
110777,xux17676,ev206816,임정민,921231,1173274,전남 광양시,10,5832,5648
120709,nuo6363,os621200,채서은,881031,2518781,전남 광양시,10,2109,5653
120710,bat1252,od076259,조나은,990731,2219412,전남 여수시,10,2606,5655
110778,nes3831,ab506043,노태민,821231,1494995,전남 고흥군,10,6080,5657
110779,jop69101,iq405940,엄연우,851231,1676991,전남 장성군,10,4227,5659
121492,luh3377,obqxuo34,한하린,800831,2631148,전남 곡성군,10,2660,5664
110780,so7051,ih460941,구시윤,851231,1796782,전남 담양군,10,1210,5665
110781,hak95564,issovc12,하준수,810430,1167396,전남 목포시,10,9647,5678
121431,hic5993,urakoc22,진소은,880131,2572067,전남 담양군,10,2839,5680
120711,xar9517,od076259,류예서,990731,2069415,전남 고흥군,10,8737,5680
120712,nel5957,en666200,장지윤,800630,2640487,전남 화순군,10,7089,5682
110782,how79071,iq741037,심주원,890228,1851359,전남 진도군,10,6044,5684
120713,veslos5882,amsoja98,신아린,830531,2868710,전남 강진군,10,2278,5686
120714,hiqlel56,artumu37,엄도연,890331,2525594,전남 목포시,10,7865,5689
120715,yaj7643,ubfiyh18,정지윤,970831,2030208,전남 장흥군,10,2597,5701
110783,pij9440,iz987850,민승민,851231,1593635,전남 강진군,10,3443,5701
110784,ceb84075,axhodu75,차윤재,820331,1647336,전남 완도군,10,1853,5703
120716,fet5104,ipfora89,나예나,810531,2375399,전남 광양시,10,6886,5715
120717,jer1720,everao39,주서아,840229,2869645,전남 장성군,10,5506,5716
120718,tug8215,okoxia83,곽지민,820228,2220657,경북 예천군,10,8411,5718
110785,bof84611,izsiba29,장태양,820731,1467746,경북 김천시,10,6856,5728
120719,bar51947,oqvjey94,유다현,820731,2253326,경북 영덕군,10,1490,5729
120720,feoriy6446,oy430056,엄세아,890331,2994238,경북 영주시,10,7383,5733
110786,purkog8217,do404512,정하민,957261,1085741,경북 영주시,10,2026,5738
110787,luojej04,owhuyu04,주도훈,950531,1461897,경북 성주군,10,6997,5739
120721,sic8700,ogsyav02,하수민,941130,2356826,경북 성주군,10,8293,5739
110788,soi2473,uw761074,라승준,960430,1743197,경북 영주시,10,5490,5744
120722,lab56587,ugqcaj27,나태희,940228,2311682,경북 안동시,10,8105,5744
120723,hab39199,ez437310,신서현,850430,2746336,경북 포항시,10,4012,5745
120724,yox9224,unybaa09,노윤아,860630,2188069,경북 영주시,10,1091,5746
110789,gis95969,ibgufl17,하준,931130,1953383,경북 영양군,10,8685,5749
110790,qui8660,onwg6808,노시윤,950630,1118082,경북 김천시,10,6995,5757
120725,bow2773,ikwogt28,문서진,950228,2013028,경북 봉화군,10,3347,5761
110791,masgot0460,qe610527,송주원,942104,1145277,경북 성주군,10,1394,5762
120726,su4749,ez776308,정지은,981130,2302783,경북 포항시,10,4944,5762
120727,boa6234,afirei86,문윤서,820831,2628243,경북 성주군,10,3723,5765
110792,zee88338,ewtomb94,채승현,931231,1399607,경북 김천시,10,5967,5768
120728,cun5095,eygadt15,민현서,860228,2597542,경북 영주시,10,7488,5768
110793,tiltox69,ahsapu46,한하민,951031,1300237,경북 고령군,10,2449,5769
110794,ceb7440,ip709269,남지후,990131,1250191,경북 봉화군,10,9259,5772
110795,pup41907,ig350905,전준우,820531,1449241,경북 군위군,10,9973,5775
120729,kiybeh6544,up473419,유지아,930331,2705919,경북 문경시,10,2930,5776
120730,luhbix7639,et998850,하하린,870731,2048407,경북 고령군,10,8737,5776
110796,dakjil9933,he508346,양서우,983565,1838968,경북 영주시,10,1291,5779
120731,pibhec7145,et998850,지아윤,870731,2046607,경남 거제시,10,1363,5780
120732,lah1772,uzqdin52,하하은,980228,2082789,경남 남해군,10,2928,5780
120733,coh4074,ajageo85,정가은,800731,2682640,경남 함양군,10,9661,5780
120734,boh32231,uk032871,심소율,900331,2821509,경남 진주시,10,9791,5783
110797,qaw2276,ih889657,원승우,870731,1500983,경남 고성군,10,4011,5785
120735,pai2327,uzzyad36,송나연,861031,2579759,경남 거창군,10,7877,5788
110798,zib70470,eb584726,전도훈,880229,1711120,경남 통영시,10,2189,5793
120736,dul62162,uq255299,정은채,960430,2220104,경남 밀양시,10,3529,5795
120737,vuy0749,udazeb28,백서우,931130,2361301,경남 창녕군,10,5452,5795
110799,ceq5933,iv457209,정율,840229,1194737,경남 창녕군,10,3160,5797
120738,zut5984,uk687923,송서율,850831,2371877,경남 의령군,10,1221,5799
110800,namnod0919,omwukr68,채준혁,921231,1441853,경남 남해군,10,7744,5804
110801,caz5895,ed617942,홍민성,810630,1370539,경남 남해군,10,2897,5807
110802,sujjuo58,uwginw78,장율,930531,1904103,경남 창원시,10,9725,5807
120739,yek1655,eymols24,황가은,800531,2712448,경남 하동군,10,7534,5808
110803,kud81579,oq022473,이준희,820531,1481119,경남 통영시,10,4640,5812
120740,dep4402,ev313896,임지수,990331,2078399,경남 진주시,10,6630,5813
120741,boq5957,az499824,하민서,800131,2532527,경남 진주시,10,1262,5814
120742,xae25709,az499824,나소윤,800131,2532407,경남 진주시,10,2894,5814
120743,ras7964,eqotuh90,조시은,820930,2915230,경남 산청군,10,8584,5818
110804,co1394,ak794567,강이안,830630,1523286,경남 통영시,10,1416,5820
120744,sab7429,ohvmec58,하혜원,891231,2320286,경남 산청군,10,9843,5823
120745,ful05474,oh654495,백가은,870630,2171982,경남 창녕군,10,6282,5824
120746,rod9524,afqzad46,안시현,930228,2306996,경남 김해시,10,5233,5828
110805,vuu36239,opvokx72,송규민,980228,1804070,경남 통영시,10,9861,5832
121429,loq9534,ugyijk83,조민채,810531,2452040,서울 서대문구,10,6641,5836
110806,suj21063,uw726588,고지우,810731,1809196,서울 서초구,10,7892,5840
120747,fog5432,ib076514,민사랑,890430,2328133,서울 영등포구,10,1248,5845
120748,cub79308,utuufy30,전다윤,991031,2346765,서울 강북구,10,6521,5852
110807,co7281,al923223,황지한,851031,1990701,서울 중구,10,5292,5854
120749,din48711,ud560570,류지민,801031,2123968,서울 성동구,10,1223,5855
120750,jem7642,ubwzib11,홍소은,850331,2210930,서울 동작구,10,2695,5860
110808,moa2687,as648658,장준서,910228,1499772,서울 종로구,10,5718,5860
110809,cah6058,ov629242,우민석,890731,1551758,서울 마포구,10,7013,5860
120751,nil54464,uq558767,민세은,910131,2451288,서울 강남구,10,5404,5862
120752,na7260,owaiqs02,곽소은,920831,2641051,서울 동작구,10,4415,5864
120753,yiy4721,uw771771,손지민,820831,2909322,서울 구로구,10,4455,5865
110810,biibau07,ucmayx32,서승우,910930,1946636,서울 양천구,10,6257,5866
110811,kebcal7945,appenh44,주시후,890228,1930859,서울 성북구,10,4891,5869
120754,ded2474,ap441143,양예원,890930,2687644,서울 금천구,10,3950,5872
110812,kiy5264,ed241570,전유찬,980531,1954602,서울 성동구,10,9881,5874
110813,cem74796,axborj91,유민호,870331,1611939,서울 구로구,10,5734,5875
120755,xoa5635,ap441143,전하영,890930,2983547,서울 양천구,10,4394,5886
120756,bejwak04,eq134037,원사랑,980531,2129522,서울 마포구,10,7840,5886
120757,jen9964,eq134037,문서우,980531,2129389,서울 송파구,10,9798,5887
120758,coi53232,ewrolu13,서윤서,971231,2918007,서울 마포구,10,7784,5889
120759,zik5851,uc948212,류서희,840831,2468542,서울 서대문구,10,2948,5890
120760,duv0917,afkfev60,송유나,820228,2870016,서울 동작구,10,4590,5890
110814,sum3376,ox645133,강예찬,880930,1351681,서울 서초구,10,2131,5894
110815,jap4951,iz371411,정민호,971231,1679246,서울 강서구,10,4275,5902
110816,gij6491,okvj9632,백하진,940731,1628044,경기 김포시,10,8204,5902
110817,zus7323,acix3815,강민혁,920930,1740760,경기 의정부시,10,1997,5905
110818,zoyqux3631,ilkanv02,나준서,950430,1375437,경기 의정부시,10,9169,5914
110819,tubfec6447,uvgixj14,안지환,911031,1106366,경기 안성시,10,6389,5918
120761,fuy23233,ep229960,곽서우,850831,2789841,경기 평택시,10,5195,5924
110820,tog1980,ovpg0262,임서진,840831,1948584,경기 광명시,10,2030,5926
110821,wou96540,ep392951,조유준,800831,1876270,경기 안성시,10,5137,5927
110822,jar79599,ep251860,구강민,940731,1157584,경기 안산시,10,7155,5927
110823,nif13992,ig155381,서지훈,920731,1741971,경기 포천시,10,9118,5931
110824,dan3311,anap3419,민동현,970930,1695438,경기 평택시,10,8968,5934
110825,dob3708,ud855042,곽재원,850331,1953230,경기 안양시,10,5337,5944
120762,wi6344,epgani44,노하연,850131,2959056,경기 양주시,10,3074,5946
110826,qex5191,uzrq1532,최민혁,951130,1741066,경기 안양시,10,6418,5947
110827,reg87749,eg421419,엄준,810930,1495611,경기 오산시,10,5730,5950
120763,tiq59460,eg932782,양지율,940831,2508572,경기 부천시,10,8204,5952
121468,zafgeu82,ay796326,강혜원,991130,2934449,경기 동두천시,10,5653,5954
120764,haa4411,ab265757,송나윤,870131,2698582,경기 안산시,10,5014,5959
110828,fe6281,uy476607,장지후,860731,1932301,경기 부천시,10,4354,5960
120765,dim75901,av526860,서유정,830331,2161789,경기 군포시,10,2432,5963
120766,qut4731,uqkole36,송서하,821231,2889609,경기 군포시,10,9704,5965
110829,zao9337,ez054857,류지후,970331,1022407,경기 수원시,10,4146,5966
110830,gem1587,ux712361,임시온,980731,1882374,경기 김포시,10,3549,5967
120767,rom3417,idrupx77,원연우,800930,2807862,경기 양주시,10,9528,5967
120768,jeo6510,idpnoi23,채주아,830228,2502569,경기 오산시,10,9940,5975
120769,kom7334,alnhaf31,유시현,970930,2672704,경기 김포시,10,2481,5978
120770,yogwik78,azrukr22,남나윤,970430,2578484,서울 종로구,10,6989,5984
120771,jae9620,ujfuty14,류시은,930430,2034903,서울 송파구,10,8846,5993
110831,maj3558,islyit89,홍지훈,900930,1450392,서울 중구,10,3300,5994
110832,joa19885,uhqevu84,차한결,800331,1597828,서울 양천구,10,5696,5995
120772,moi19823,opqexa83,최아윤,990228,2301562,서울 금천구,10,9085,5997
120773,may04430,uwlvez74,류다은,890831,2757023,서울 도봉구,10,5140,6005
110833,woc13745,icnanz50,주현준,870831,1284007,서울 중랑구,10,4867,6007
121404,juu63700,aq315537,남나현,890731,2984202,서울 중구,10,3466,6011
110834,rif9038,oj953414,차시후,840731,1874383,서울 은평구,10,6220,6011
120774,gahkuc7177,ip055638,우가윤,851231,2593653,서울 동대문구,10,5485,6018
120775,zuo5760,uj845877,하지윤,880131,2251490,서울 도봉구,10,4171,6024
120776,qei2080,avirus18,임채린,830131,2112802,서울 강서구,10,7969,6029
120777,buj3252,ajloff95,심서아,930531,2582944,서울 동작구,10,8657,6032
120778,wad3963,eczell36,안수연,851231,2625265,서울 양천구,10,8747,6033
120779,zuchal5585,eloisy38,전수아,840131,2389488,서울 노원구,10,8643,6034
110835,yor0318,eb565659,최현서,960229,1796280,서울 동작구,10,1147,6039
110836,joz5818,uq846041,노수현,800831,1547967,서울 도봉구,10,2815,6042
120780,xib9807,igfijf06,신도연,820228,2472261,서울 송파구,10,4282,6058
120781,lin4549,emmjul82,임예림,800331,2111135,서울 중랑구,10,4720,6064
110837,xed0575,ig453874,안정현,900531,1345208,서울 서초구,10,6279,6064
110838,jer76445,uq794615,손하율,991031,1303422,서울 중랑구,10,6960,6068
121409,vaw8410,unldoa40,지서율,841130,2049249,서울 성동구,10,6490,6069
110839,sij62423,ov312846,임지완,950731,1025051,서울 관악구,10,3051,6070
120782,tie8422,atxovq36,한아윤,980131,2710117,서울 서초구,10,1983,6071
110840,zaavor37,ofiulq79,권성민,870430,1770225,서울 중구,10,7470,6075
110841,bib19949,ay393566,노승현,831231,1252100,경기 과천시,10,9357,6075
110842,geyqud56,olripn28,신우빈,980831,1277119,경기 파주시,10,2353,6077
120783,tur4186,ay227391,엄지윤,960229,2578400,경기 동두천시,10,2028,6078
120784,niw7009,oxzyin32,민은서,950131,2284102,경기 여주시,10,4746,6080
110843,kez0614,ak513954,강지원,840430,1631422,경기 시흥시,10,1661,6083
120785,jei5440,ikhsuf81,전세은,850630,2669256,경기 평택시,10,9882,6085
110844,wec1123,ij202344,노현서,850430,1896994,경기 동두천시,10,5973,6088
120786,bu4670,iyykit68,구유진,980831,2808307,경기 양주시,10,5259,6089
120787,za9189,ey224397,안민주,831031,2603286,경기 양주시,10,1467,6091
110845,fit98901,ik876370,나준호,800229,1149897,경기 의왕시,10,2393,6092
110846,robfek4125,akbona11,심지호,830930,1603910,경기 동두천시,10,2169,6093
120788,cuh7957,afpciu71,장민아,990131,2496024,경기 평택시,10,4480,6099
110847,ced7154,ugghuh12,박준,840430,1203339,경기 파주시,10,6860,6100
110848,jurzuy0700,ujhufm84,신도윤,860331,1239799,경기 여주시,10,9137,6103
110849,hagveh0944,uryaqp63,오민성,860930,1036251,경기 동두천시,10,4563,6105
110850,pao04140,ib697199,하지안,930930,1386409,경기 하남시,10,8457,6105
120789,goh5093,inbcup52,조유정,911031,2588621,경기 의정부시,10,7521,6107
110851,foe69050,ub144785,황윤호,840229,1043207,경기 시흥시,10,7044,6111
120790,dae2608,ez270236,손서우,890331,2034851,경기 부천시,10,4212,6119
120791,hoz68067,oz863641,남서하,970331,2152928,경기 동두천시,10,7355,6124
110852,xikpob5796,axuokh35,전하람,810531,1430398,경기 이천시,10,7980,6130
120792,xuj4761,ec184125,손하린,831130,2164115,경기 부천시,10,1753,6134
120793,vef55087,udvewf21,오하율,990531,2306230,경기 하남시,10,8033,6134
120794,zu2889,avdine23,배지민,930228,2799632,경기 포천시,10,1825,6141
120795,qod8089,ijfcea17,손연우,930930,2285615,경기 포천시,10,7280,6145
120796,hak8868,oc917790,송민지,980831,2618247,서울 용산구,10,9757,6147
110853,cap22983,alcocb59,지지율,951231,1277951,서울 서대문구,10,3177,6148
110854,yei4914,allp2496,하규민,860831,1308922,서울 용산구,10,4121,6151
110855,ci3316,ez886627,홍지호,871031,1630402,서울 구로구,10,8504,6153
120797,nox0872,oc917790,구아린,980831,2547831,서울 용산구,10,5855,6154
110856,qep9617,av108096,이지율,820731,1404031,서울 성북구,10,2589,6155
110857,zow8774,ajwg9146,우예찬,900131,1141875,서울 강남구,10,8127,6156
120798,seu19229,ah462119,권서하,800630,2547373,서울 동작구,10,3263,6163
110858,hau2177,ahxc2925,류태민,960531,1965996,서울 성동구,10,6351,6170
120799,kur3698,it499167,이규리,980630,2971553,서울 서대문구,10,5645,6176
110859,ruw97554,iz390771,신지후,980930,1638744,서울 중구,10,1433,6184
120800,wem36039,it499167,오다현,980630,2968895,서울 동대문구,10,6081,6186
120801,hih6428,emniyy64,민유정,800831,2897028,서울 구로구,10,8265,6189
110860,bed47905,edqonp37,진지후,901231,1974726,서울 구로구,10,7076,6191
110861,rih80527,ij541357,우시원,970630,1821482,서울 영등포구,10,1754,6193
110862,no8508,ux764235,홍서준,880331,1677281,서울 은평구,10,2342,6194
120802,yoq4560,ug390960,강사랑,930831,2939523,서울 성북구,10,6600,6198
120803,min6636,od263764,박지현,830131,2973412,서울 은평구,10,8071,6200
110863,moj55452,uj014652,남은호,880731,1145864,서울 양천구,10,8802,6201
110864,yun9666,ix580589,장민성,820531,1981595,서울 노원구,10,9740,6201
110865,wai1861,ex935824,신지훈,931130,1955341,서울 성북구,10,2209,6205
120804,lerces63,uh005804,곽채원,840531,2851152,서울 송파구,10,3379,6206
120805,rij08693,uh005804,배윤지,840531,2849121,서울 중랑구,10,3542,6209
120806,wet5278,oc927153,지다현,990630,2747820,서울 송파구,10,7852,6210
120807,tio6192,idlbie85,서나현,960930,2946942,서울 서초구,10,6080,6212
110866,ye6981,ug921454,홍현준,900430,1626725,부산 동래구,10,1740,6215
121417,fu8707,at090580,조민주,920831,2209804,부산 금정구,10,5505,6216
120808,vasvaz90,aqpkuc22,임서아,910831,2212866,부산 서구,10,9383,6224
120809,daa6053,orvkif15,전서진,910131,2494837,부산 사하구,10,5550,6225
110867,fofsur7851,uchezn76,정재민,880531,1864945,부산 강서구,10,8198,6232
110868,bau9508,icbmig23,지태윤,901231,1380929,부산 부산진구,10,2053,6233
110869,cuz12613,un234964,류예준,921231,1610787,부산 사하구,10,3966,6235
120810,bah1027,ob020603,고지원,810331,2714382,부산 연제구,10,3301,6238
110870,pesgin71,ujcuwr13,정윤호,830831,1548602,부산 동래구,10,3519,6240
110871,hal3237,um048376,오준희,971031,1648017,부산 금정구,10,3013,6242
110872,qij0233,or639577,우이준,820331,1065942,부산 부산진구,10,3132,6246
110873,mia7243,ag584915,송민우,881031,1430178,부산 부산진구,10,6544,6247
110874,tau2463,imiy5396,임도훈,940531,1815515,부산 금정구,10,2728,6248
110875,huv8066,aryjab51,장지율,910731,1357524,부산 연제구,10,7353,6249
110876,qelnes4135,xa076850,백민성,964228,1650680,부산 남구,10,1146,6256
110877,beoyia7970,pe239677,홍민규,917905,1902674,부산 남구,10,7000,6261
110878,me7629,ep833828,백은성,800630,1434790,부산 동래구,10,5861,6262
120811,yiz6699,ongjos13,조지우,990731,2705755,부산 금정구,10,8377,6263
110879,qav81691,el711264,이규민,890831,1691832,부산 동구,10,7267,6268
110880,ji2104,ej418256,권승준,891031,1001268,부산 중구,10,7665,6269
110881,leq28573,ez022746,채지완,971031,1929854,부산 영도구,10,4458,6270
110882,jev83332,annufw81,송재원,881231,1853448,부산 사하구,10,8118,6271
120812,hax5392,ehhtuv75,나윤아,930930,2661211,부산 중구,10,3408,6275
120813,jaq9908,et069608,채예진,800930,2489994,부산 남구,10,5101,6280
120814,lur05205,et069608,하연우,800930,2488908,부산 부산진구,10,8764,6289
120815,nol50217,if920063,안서율,900131,2747486,대구 동구,10,9638,6292
110883,tu7519,oc247625,장성현,880229,1676450,대구 북구,10,1251,6293
121497,yaxqar74,axaigw40,양현서,960930,2468679,대구 남구,10,2376,6304
110884,mem4308,uh890942,조성현,950131,1083218,대구 서구,10,3757,6307
120816,teh7118,adqeki76,곽현서,961231,2758806,대구 동구,10,7593,6311
110885,zed5875,of380350,안하진,810831,1736365,대구 동구,10,1068,6313
121477,bu6769,ox923996,서나연,860228,2270320,대구 수성구,10,2469,6318
110886,jil15353,il380077,차지율,891130,1593940,대구 북구,10,4104,6318
120817,wi5770,ej551102,손유빈,940131,2817555,대구 남구,10,7878,6318
110887,kou9008,avlxij83,조지환,800831,1364840,대구 달서구,10,1750,6321
110888,kuq4684,eg055502,손시원,960531,1170517,대구 동구,10,7371,6322
120818,mec9414,ijszim19,고예원,980331,2657823,대구 북구,10,4497,6324
110889,yaa0274,ayvl3927,엄태현,960930,1896704,대구 달서구,10,6105,6326
110890,hue63715,ah418435,조선우,950531,1730944,대구 중구,10,7429,6332
110891,mev2849,umqk8177,심민규,910331,1463896,대구 중구,10,7773,6334
120819,wax0616,udhsiu06,오서현,961031,2600944,대구 달서구,10,8062,6338
110892,tai85463,od265959,진민재,930531,1739224,대구 달서구,10,1659,6339
110893,voj69634,uw527663,노예준,941031,1183500,대구 북구,10,4643,6339
110894,sevtux0071,arguqs06,배주원,840131,1832040,대구 북구,10,2069,6340
120820,soexiy2101,enfedd39,서예지,920430,2804991,대구 수성구,10,1338,6341
120821,lid75674,it225496,홍채원,820131,2088101,대구 북구,10,7982,6342
110895,cae86526,if160182,라지호,890930,1240864,대구 중구,10,2421,6348
120822,juo97867,uy699172,서수연,840731,2766315,대구 수성구,10,5131,6354
110896,zen2853,ij870773,엄지원,891031,1949016,대구 중구,10,7228,6355
110897,pum3301,ovty4014,안연우,980831,1807006,대구 동구,10,9193,6361
120823,ha4308,efohom04,서주하,830630,2524326,인천 중구,10,3930,6362
110898,ceo7652,esal2778,양지완,940228,1440307,인천 연수구,10,6072,6364
110899,luw29298,ip156846,고동현,951130,1274858,인천 연수구,10,6342,6365
110900,gaw9793,ov409530,유준혁,810731,1312989,인천 부평구,10,4997,6368
120824,yuo9842,ubupey64,오수빈,940531,2381017,인천 중구,10,4417,6369
120825,luj2187,uwslan11,주지현,820430,2465893,인천 미추홀구,10,7932,6369
120826,sul2908,oz790350,한지율,920131,2015742,인천 미추홀구,10,4664,6373
120827,jik7182,anwyid39,지다윤,860831,2655217,인천 연수구,10,5263,6388
110901,soy13678,uc827052,한규민,840930,1547563,인천 부평구,10,8966,6390
120828,zio4815,akxajs53,문사랑,890630,2196161,인천 중구,10,9931,6402
110902,mia4864,ahih2086,하태민,890331,1146196,인천 서구,10,1085,6408
110903,boklut28,aveaxu73,오예준,870630,1318686,인천 계양구,10,9390,6412
120829,fuy1655,ujpnio99,우유정,981130,2392408,인천 남동구,10,6753,6425
120830,yot4248,oxherc44,한아린,860831,2417127,인천 동구,10,6473,6441
120831,saj6391,uwxguz52,라유빈,980430,2782191,인천 동구,10,8841,6448
